stcode,stname,ctyname,census2010pop,estimatesbase2010,popestimate2019,npopchg_2019,births2019,deaths2019,naturalinc2019,internationalmig2019,domesticmig2019,netmig2019,residual2019,gqestimates2019,rbirth2019,rdeath2019,rnaturalinc2019,rinternationalmig2019,rdomesticmig2019,rnetmig2019
ID,Idaho,Payette County,22623,22622,23951,444,306,214,92,-34,386,352,0,125,12.895612963,9.0185005689,3.8771123941,-1.432845885,16.267015045,14.83416916
ID,Idaho,Power County,7817,7819,7681,-19,115,61,54,-1,-73,-74,1,47,14.953514076,7.931863988,7.0216500878,-0.130030557,-9.492230674,-9.622261231
ID,Idaho,Shoshone County,12765,12800,12882,92,160,159,1,6,86,92,-1,163,12.46494235,12.38703646,0.0779058897,0.4674353381,6.6999065129,7.167341851
ID,Idaho,Teton County,10170,10165,12142,491,135,43,92,15,380,395,4,7,11.347875426,3.6145084689,7.7333669567,1.2608750473,31.942167864,33.203042912
ID,Idaho,Twin Falls County,77230,77241,86878,849,1195,778,417,65,369,434,-2,964,13.822459472,8.9990572967,4.8234021757,0.75184926,4.2681904145,5.0200396745
ID,Idaho,Valley County,9862,9854,11392,371,102,72,30,-14,354,340,1,66,9.1018605274,6.4248427252,2.6770178022,-1.249274974,31.588810066,30.339535091
ID,Idaho,Washington County,10198,10198,10194,79,108,86,22,-8,64,56,1,119,10.635678763,8.4691516077,2.1665271554,-0.787828057,6.3026244522,5.5147963957
IL,Illinois,Illinois,12830632,12831572,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,296807,11.364411394,8.6634745287,2.7009368656,1.5128239175,-8.268276943,-6.755453026
IL,Illinois,Adams County,67103,67097,65435,-188,776,850,-74,18,-131,-113,-1,2020,11.842085184,12.971356193,-1.12927101,0.2746875429,-1.999114896,-1.724427353
IL,Illinois,Alexander County,8238,8238,5761,-280,54,72,-18,0,-263,-263,1,132,9.1509913574,12.20132181,-3.050330452,0.0,-44.56871717,-44.56871717
IL,Illinois,Bond County,17768,17768,16426,-211,146,157,-11,4,-206,-202,2,1602,8.8316244745,9.497020839,-0.665396365,0.2419623144,-12.46105919,-12.21909688
IL,Illinois,Boone County,54165,54167,53544,64,564,417,147,2,-84,-82,-1,310,10.539692032,7.7926446405,2.7470473912,0.0373747944,-1.569741366,-1.532366572
IL,Illinois,Brown County,6937,6937,6578,15,56,56,0,5,10,15,0,1985,8.5229434594,8.5229434594,0.0,0.7609770946,1.5219541892,2.2829312838
IL,Illinois,Bureau County,34978,34980,32628,-331,314,383,-69,18,-281,-263,1,457,9.57506823,11.679143733,-2.104075503,0.5488892616,-8.56877125,-8.019881989
IL,Illinois,Marion County,39437,39437,37205,-176,451,461,-10,10,-176,-166,0,759,12.093422358,12.361569195,-0.268146837,0.2681468372,-4.719384335,-4.451237498
IL,Illinois,Marshall County,12640,12646,11438,-45,117,151,-34,1,-11,-10,-1,255,10.208978666,13.175690415,-2.966711749,0.0872562279,-0.959818507,-0.872562279
IL,Illinois,Mason County,14666,14666,13359,-174,127,175,-48,0,-128,-128,2,206,9.44518816,13.015023055,-3.569834895,0.0,-9.51955972,-9.51955972
IL,Illinois,Massac County,15429,15431,13772,-251,138,178,-40,-3,-207,-210,-1,292,9.929843497,12.808059003,-2.878215506,-0.215866163,-14.89476525,-15.11063141
IL,Illinois,Menard County,12705,12705,12196,-93,122,127,-5,-4,-85,-89,1,154,9.9652848683,10.373698183,-0.408413314,-0.326730651,-6.943026343,-7.269756994
IL,Illinois,Mercer County,16434,16434,15437,-114,140,194,-54,0,-60,-60,0,185,9.0357557764,12.520975862,-3.485220085,0.0,-3.872466761,-3.872466761
IL,Illinois,Monroe County,32957,32949,34637,264,359,319,40,0,227,227,-3,344,10.404289233,9.2450369512,1.1592522823,0.0,6.5787567019,6.5787567019
IL,Illinois,Montgomery County,30104,30105,28414,-277,301,365,-64,0,-213,-213,0,2453,10.541984064,12.783469048,-2.241484984,0.0,-7.459942212,-7.459942212
IL,Illinois,Morgan County,35547,35545,33658,-369,355,391,-36,44,-377,-333,0,3324,10.489768782,11.553519982,-1.0637512,1.3001403561,-11.13983896,-9.839698604
IL,Illinois,Moultrie County,14846,14852,14501,-147,174,160,14,3,-166,-163,2,395,11.938659988,10.97807815,0.9605818381,0.2058389653,-11.38975608,-11.18391712
IL,Illinois,Ogle County,53497,53490,50643,-138,525,495,30,5,-172,-167,-1,526,10.352579271,9.7610033128,0.5915759584,0.0985959931,-3.391702161,-3.293106168
IL,Illinois,Peoria County,186494,186496,179179,-1441,2445,1826,619,258,-2321,-2063,3,4811,13.590921598,10.15011159,3.4408100078,1.4341340582,-12.90164786,-11.46751381
IL,Illinois,Perry County,22350,22346,20916,-228,188,228,-40,4,-193,-189,1,2471,8.9396100808,10.841654779,-1.902044698,0.1902044698,-9.177365668,-8.987161198
IL,Illinois,Piatt County,16729,16725,16344,-22,173,159,14,-1,-35,-36,0,72,10.577804953,9.7217976154,0.8560073372,-0.061143381,-2.140018343,-2.201161724
IL,Illinois,Pike County,16430,16430,15561,-34,194,176,18,-1,-50,-51,-1,488,12.453460008,11.297984337,1.1554756708,-0.064193093,-3.209654641,-3.273847734
IL,Illinois,Pope County,4470,4474,4177,-7,25,39,-14,0,7,7,0,272,5.9801459156,9.3290276283,-3.348881713,0.0,1.6744408564,1.6744408564
IL,Illinois,Pulaski County,6161,6161,5335,-99,56,75,-19,2,-82,-80,0,21,10.400222862,13.928869904,-3.528647042,0.3714365308,-15.22889776,-14.85746123
IL,Illinois,Putnam County,6006,6006,5739,3,47,55,-8,0,12,12,-1,2,8.1917211329,9.5860566449,-1.394335512,0.0,2.091503268,2.091503268
IL,Illinois,Randolph County,33476,33480,31782,-395,320,379,-59,8,-344,-336,0,4315,10.006410357,11.851342266,-1.84493191,0.2501602589,-10.75689113,-10.50673087
IL,Illinois,Richland County,16233,16233,15513,-182,162,187,-25,1,-157,-156,-1,364,10.381953345,11.984106639,-1.602153294,0.0640861318,-10.06152269,-9.997436555
IL,Illinois,Rock Island County,147546,147541,141879,-742,1661,1543,118,298,-1158,-860,0,4587,11.676625659,10.847100176,0.8295254833,2.0949033392,-8.14059754,-6.0456942
IL,Illinois,St. Clair County,270056,270078,259686,-1674,3095,2723,372,61,-2115,-2054,8,4556,11.879949179,10.452052218,1.4278969611,0.2341443942,-8.118285142,-7.884140748
IL,Illinois,Saline County,24913,24915,23491,-298,278,343,-65,-2,-231,-233,0,881,11.759729272,14.509306261,-2.749576988,-0.084602369,-9.771573604,-9.856175973
IL,Illinois,Sangamon County,197465,197465,194672,-967,2201,2101,100,203,-1272,-1069,2,4018,11.278185857,10.76577396,0.5124118972,1.0401961513,-6.517879332,-5.477683181
IL,Illinois,DuPage County,916924,916741,922921,-4326,10158,6595,3563,2050,-10009,-7959,70,12828,10.980624462,7.129082332,3.8515421302,2.2160149781,-10.81955801,-8.60354303
IL,Illinois,Edgar County,18576,18576,17161,-199,170,227,-57,5,-147,-142,0,283,9.8490773732,13.151415081,-3.302337707,0.2896787463,-8.51655514,-8.226876394
IL,Illinois,Edwards County,6721,6721,6395,8,74,59,15,0,-7,-7,0,52,11.578782663,9.2317321233,2.3470505398,0.0,-1.095290252,-1.095290252
IL,Illinois,Effingham County,34242,34246,34008,-173,469,375,94,6,-273,-267,0,440,13.75588438,10.998841455,2.7570429248,0.1759814633,-8.00715658,-7.831175116
IL,Illinois,Fayette County,22140,22142,21336,-32,228,218,10,-2,-40,-42,0,1651,10.678156613,10.209816411,0.4683402023,-0.09366804,-1.873360809,-1.96702885
IL,Illinois,Ford County,14081,14081,12961,-251,145,186,-41,2,-214,-212,2,411,11.080120735,14.213120391,-3.132999656,0.1528292515,-16.35272991,-16.19990066
IL,Illinois,Franklin County,39561,39996,38469,-226,460,509,-49,-2,-173,-175,-2,517,11.922658234,13.192680525,-1.27002229,-0.051837644,-4.483956249,-4.535793894
IL,Illinois,Fulton County,37069,37071,34340,-490,321,463,-142,5,-353,-348,0,2682,9.2814804106,13.387306636,-4.105826225,0.144571346,-10.20673702,-10.06216568
IL,Illinois,Gallatin County,5589,5587,4828,-217,40,79,-39,0,-178,-178,0,25,8.1029069179,16.003241163,-7.900334245,0.0,-36.05793578,-36.05793578
IL,Illinois,Greene County,13886,13886,12969,-96,131,153,-22,1,-76,-75,1,284,10.063762772,11.753860336,-1.690097565,0.0768226166,-5.83851886,-5.761696243
IL,Illinois,Grundy County,50063,50079,51054,81,576,405,171,8,-99,-91,1,254,11.291128819,7.9390749507,3.3520538681,0.1568212336,-1.940662766,-1.783841532
IL,Illinois,Hamilton County,8457,8457,8116,-32,78,102,-24,0,-7,-7,-1,117,9.5917363502,12.543039843,-2.951303492,0.0,-0.860796852,-0.860796852
IL,Illinois,Hancock County,19104,19104,17708,-120,178,198,-20,2,-102,-100,0,223,10.018009905,11.143628996,-1.12561909,0.112561909,-5.740657362,-5.628095452
IL,Illinois,Hardin County,4320,4323,3821,-72,31,65,-34,0,-38,-38,0,17,8.0373347161,16.852476018,-8.815141302,0.0,-9.852216749,-9.852216749
IL,Illinois,Henderson County,7331,7328,6646,-51,63,95,-32,1,-18,-17,-2,51,9.4431537136,14.239676235,-4.796522521,0.1498913288,-2.698043918,-2.548152589
IL,Illinois,Henry County,50486,50483,48913,-156,479,543,-64,-1,-88,-89,-3,722,9.7773060358,11.083668429,-1.306362393,-0.020411912,-1.796248291,-1.816660203
IL,Illinois,Iroquois County,29718,29719,27114,-370,292,359,-67,-2,-302,-304,1,469,10.696362504,13.15066486,-2.454302355,-0.073262757,-11.06267629,-11.13593905
IL,Illinois,Jackson County,60218,60206,56750,-539,614,496,118,184,-845,-661,4,3586,10.768245951,8.6987784881,2.0694674629,3.2269662133,-14.81949158,-11.59252536
IL,Illinois,Jasper County,9698,9701,9610,-14,114,93,21,12,-49,-37,2,54,11.854008527,9.6703753769,2.1836331496,1.2477903712,-5.095144016,-3.847353645
IL,Illinois,Jefferson County,38827,38825,37684,-24,452,445,7,14,-44,-30,-1,2141,11.990662139,11.804966044,0.1856960951,0.3713921902,-1.167232598,-0.795840407
IL,Illinois,Jersey County,22985,23010,21773,-22,211,234,-23,20,-18,2,-1,795,9.6860080793,10.741828865,-1.055820786,0.9181050312,-0.826294528,0.0918105031
IL,Illinois,Jo Daviess County,22678,22681,21235,-96,165,240,-75,-9,-8,-17,-4,167,7.7526664474,11.276605742,-3.523939294,-0.422872715,-0.375886858,-0.798759573
IL,Illinois,Johnson County,12582,12577,12417,-6,101,144,-43,0,38,38,-1,1276,8.1320450886,11.594202899,-3.46215781,0.0,3.0595813205,3.0595813205
IL,Illinois,Kane County,515269,515322,532403,-317,6249,3464,2785,-81,-3026,-3107,5,6818,11.73385609,6.5044131053,5.2294429845,-0.15209511,-5.68197288,-5.83406799
IL,Illinois,Kankakee County,113449,113450,109862,-91,1240,1167,73,29,-192,-163,-1,6268,11.28221459,10.618019698,0.6641948912,0.2638582444,-1.746923549,-1.483065305
IL,Illinois,Kendall County,114736,114804,128990,1273,1473,580,893,107,277,384,-4,208,11.476118688,4.518770427,6.9573482609,0.8336352339,2.1581024281,2.991737662
IL,Illinois,Knox County,52919,52926,49699,-279,559,620,-61,77,-296,-219,1,3930,11.216228418,12.440181787,-1.223953369,1.5449903187,-5.939183563,-4.394193244
IL,Illinois,Lake County,703462,703400,696535,-3052,7261,4780,2481,817,-6404,-5587,54,18684,10.401669768,6.8475391119,3.5541306562,1.1703848231,-9.173983362,-8.003598539
IL,Illinois,LaSalle County,113924,113920,108669,-490,1124,1252,-128,29,-389,-360,-2,3385,10.320069045,11.495308225,-1.17523918,0.2662651266,-3.571625319,-3.305360192
IL,Illinois,Lawrence County,16833,16903,15678,-135,145,198,-53,4,-86,-82,0,2419,9.2089803436,12.575021435,-3.366041091,0.2540408371,-5.461877997,-5.20783716
IL,Illinois,Lee County,36031,36038,34096,-200,338,376,-38,7,-169,-162,0,3041,9.8841969821,10.995438063,-1.111241081,0.2047023044,-4.942098491,-4.737396187
IL,Illinois,Livingston County,38950,38945,35648,-66,422,412,10,32,-106,-74,-2,2322,11.827022785,11.546761582,0.2802612034,0.896835851,-2.970768756,-2.073932905
IL,Illinois,Logan County,30305,30305,28618,-294,286,334,-48,13,-258,-245,-1,4139,9.9426386233,11.611333217,-1.668694594,0.4519381192,-8.969233443,-8.517295324
IL,Illinois,McDonough County,32612,32616,29682,-302,258,296,-38,77,-344,-267,3,3327,8.64814132,9.9218985687,-1.273757249,2.581034425,-11.53085509,-8.949820668
IL,Illinois,McHenry County,308760,308882,307774,-477,3090,2198,892,7,-1381,-1374,5,1648,10.032060387,7.136074023,2.8959863642,0.0227263504,-4.48358427,-4.46085792
IL,Illinois,McLean County,169572,169577,171517,-893,1877,1246,631,567,-2102,-1535,11,10508,10.915106985,7.2457236565,3.6693833284,3.2972113268,-12.22352418,-8.926312851
IL,Illinois,Macon County,110768,110777,104009,-495,1258,1223,35,34,-564,-530,0,4011,12.066393942,11.730683459,0.3357104833,0.3261187552,-5.409734645,-5.08361589
IL,Illinois,Macoupin County,47765,47763,44926,-392,447,561,-114,3,-282,-279,1,863,9.9064757768,12.432959532,-2.526483755,0.0664864146,-6.249722973,-6.183236559
IL,Illinois,Madison County,269282,269298,262966,-1060,2804,2944,-140,1,-920,-919,-1,3950,10.641527765,11.172845129,-0.531317363,0.003795124,-3.491514103,-3.487718979
IN,Indiana,Floyd County,74578,74579,78522,688,885,758,127,62,504,566,-5,1329,11.320320295,9.6958223541,1.6244979406,0.7930619867,6.4468264729,7.2398884597
IN,Indiana,Fountain County,17240,17240,16346,-44,184,180,4,3,-51,-48,0,172,11.241446725,10.997067449,0.2443792766,0.1832844575,-3.115835777,-2.93255132
IN,Indiana,Franklin County,23087,23098,22758,52,275,211,64,6,-18,-12,0,187,12.097483723,9.2820693296,2.8154143938,0.2639450994,-0.791835298,-0.527890199
IN,Indiana,Fulton County,20836,20856,19974,-79,230,207,23,-1,-100,-101,-1,224,11.492242736,10.343018463,1.1492242736,-0.049966273,-4.996627277,-5.046593549
IN,Indiana,Gibson County,33503,33503,33659,49,384,385,-1,64,-12,52,-2,738,11.416848771,11.446580148,-0.029731377,1.9028081286,-0.356776524,1.5460316045
IN,Indiana,Grant County,70061,70063,65769,-270,750,810,-60,26,-235,-209,-1,4786,11.380189366,12.290604516,-0.910415149,0.3945132314,-3.565792668,-3.171279437
IN,Indiana,Greene County,33165,33172,31922,-137,339,416,-77,4,-62,-58,-2,281,10.596895953,13.003860521,-2.406964568,0.1250371204,-1.938075366,-1.813038246
IN,Indiana,Hamilton County,274569,274557,338011,7700,3832,1891,1941,792,4962,5754,5,1868,11.467526133,5.6589488301,5.8085773026,2.3701150044,14.849129611,17.219244616
IN,Indiana,Hancock County,70002,70060,78168,1690,846,631,215,18,1457,1475,0,649,10.941117132,8.16057318,2.780543952,0.2327897262,18.843035061,19.075824787
IN,Indiana,Harrison County,39364,39366,40515,301,426,368,58,20,224,244,-1,461,10.55382824,9.1169220478,1.4369061923,0.4954848939,5.5494308117,6.0449157056
IN,Indiana,Hendricks County,145448,145456,170311,3403,1731,1139,592,273,2539,2812,-1,4067,10.266325444,6.7552540041,3.5110714402,1.61912585,15.058463491,16.677589341
IN,Indiana,Henry County,49462,49466,47972,-159,448,549,-101,4,-60,-56,-2,3558,9.323330177,11.425241668,-2.101911491,0.0832440194,-1.248660292,-1.165416272
IN,Indiana,Howard County,82752,82748,82544,287,946,950,-4,37,261,298,-7,1281,11.480512861,11.529056256,-0.048543395,0.4490264015,3.1674565082,3.6164829097
IN,Indiana,Huntington County,37124,37123,36520,277,411,390,21,20,238,258,-2,1339,11.296950373,10.719733931,0.5772164424,0.5497299452,6.5417863475,7.0915162926
IN,Indiana,Jackson County,42376,42376,44231,163,591,456,135,114,-85,29,-1,595,13.386335066,10.328542792,3.057792274,2.582135698,-1.925276617,0.6568590811
IN,Indiana,Jasper County,33478,33481,33562,197,362,331,31,3,166,169,-3,932,10.81775666,9.8913741838,0.9263824764,0.0896499171,4.9606287448,5.0502786618
IL,Illinois,Schuyler County,7544,7544,6768,-102,54,93,-39,6,-68,-62,-1,463,7.919049714,13.638363396,-5.719313682,0.8798944127,-9.972136677,-9.092242264
IL,Illinois,Scott County,5355,5355,4951,24,43,47,-4,6,21,27,1,43,8.7062158332,9.5160963758,-0.809880543,1.2148208139,4.2518728488,5.4666936627
IL,Illinois,Shelby County,22363,22355,21634,-92,228,246,-18,0,-73,-73,-1,205,10.516605166,11.346863469,-0.830258303,0.0,-3.367158672,-3.367158672
IL,Illinois,Stark County,5994,5992,5342,-76,57,76,-19,2,-59,-57,0,92,10.594795539,14.126394052,-3.531598513,0.3717472119,-10.96654275,-10.59479554
IL,Illinois,Stephenson County,47711,47708,44498,-299,476,547,-71,24,-252,-228,0,836,10.661291226,12.251525841,-1.590234616,0.5375440954,-5.644213002,-5.106668906
IL,Illinois,Tazewell County,135394,135392,131803,-647,1375,1444,-69,67,-644,-577,-1,2567,10.406693585,10.928920391,-0.522226805,0.5070897965,-4.87411685,-4.367027054
IL,Illinois,Union County,17808,17806,16653,-179,173,224,-51,0,-129,-129,1,566,10.332984919,13.379124981,-3.046140063,0.0,-7.704942512,-7.704942512
IL,Illinois,Vermilion County,81625,81625,75758,-944,918,945,-27,19,-937,-918,1,2906,12.042502952,12.396694215,-0.354191263,0.2492457038,-12.29174866,-12.04250295
IL,Illinois,Wabash County,11947,11947,11520,-3,131,114,17,34,-55,-21,1,88,11.370047303,9.8945449811,1.4755023217,2.9510046435,-4.773683982,-1.822679339
IL,Illinois,Warren County,17707,17704,16844,-148,204,178,26,37,-212,-175,1,977,12.058162903,10.52133822,1.5368246838,2.1870197423,-12.53103204,-10.34401229
IL,Illinois,Washington County,14716,14716,13887,-112,154,143,11,0,-123,-123,0,246,11.044968802,10.256042459,0.788926343,0.0,-8.821630926,-8.821630926
IL,Illinois,Wayne County,16760,16760,16215,-111,187,211,-24,3,-90,-87,0,76,11.493193202,12.968255432,-1.475062229,0.1843827786,-5.531483359,-5.347100581
IL,Illinois,White County,14665,14665,13537,-81,132,199,-67,2,-16,-14,0,391,9.7219664887,14.656600994,-4.934634506,0.1473025226,-1.17842018,-1.031117658
IL,Illinois,Whiteside County,58498,58501,55175,-378,610,649,-39,-7,-330,-337,-2,1011,11.01799003,11.7224189,-0.704428871,-0.126435951,-5.960551983,-6.086987934
IL,Illinois,Will County,677560,677580,690743,-406,7311,4812,2499,171,-3092,-2921,16,8748,10.58114527,6.9643647984,3.616780472,0.247486779,-4.475024097,-4.227537318
IL,Illinois,Williamson County,66357,66365,66597,-385,716,769,-53,28,-359,-331,-1,2001,10.720247943,11.51378585,-0.793537906,0.4192275732,-5.375096385,-4.955868812
IL,Illinois,Winnebago County,295266,295264,282572,-1058,3445,2928,517,329,-1907,-1578,3,4742,12.168801947,10.342598578,1.8262033691,1.1621294167,-6.736111847,-5.57398243
IL,Illinois,Woodford County,38664,38656,38459,-68,418,391,27,6,-100,-94,-1,1005,10.859117242,10.157691009,0.7014262333,0.1558724963,-2.597874938,-2.442002442
IN,Indiana,Indiana,6483802,6484051,6732219,36722,80711,62175,18536,14379,3997,18376,-190,190079,12.021553033,9.260696309,2.7608567235,2.1416896217,0.5953357965,2.7370254182
IN,Indiana,Adams County,34387,34384,35777,182,676,261,415,8,-239,-231,-2,422,18.943002858,7.3137925237,11.629210335,0.2241775486,-6.697304265,-6.473126716
IN,Indiana,Allen County,355329,355339,379299,4220,5155,3162,1993,747,1492,2239,-12,6121,13.666888483,8.3830652538,5.2838232292,1.9804395144,3.9555766473,5.9360161617
IN,Indiana,Bartholomew County,76794,76783,83779,1057,1015,734,281,629,151,780,-4,1148,12.192118966,8.8167638633,3.375355103,7.5555101771,1.8138029201,9.3693130972
IN,Indiana,Benton County,8854,8836,8748,95,103,81,22,1,73,74,-1,92,11.838400092,9.309809781,2.5285903109,0.1149359232,8.3903223953,8.5052583185
IN,Indiana,Blackford County,12766,12766,11758,-166,115,163,-48,10,-128,-118,0,163,9.7120175661,13.765729246,-4.05371168,0.8445232666,-10.80989781,-9.965374546
IN,Indiana,Boone County,56640,56641,67843,913,764,469,295,72,546,618,0,574,11.337582453,6.9598510087,4.3777314447,1.0684632679,8.1025131146,9.1709763825
IN,Indiana,Brown County,15242,15244,15092,-138,117,153,-36,-3,-98,-101,-1,163,7.7171690522,10.091682607,-2.374513555,-0.19787613,-6.463953565,-6.661829695
IN,Indiana,Carroll County,20155,20160,20257,69,232,191,41,16,13,29,-1,106,11.472369885,9.4449252071,2.027444678,0.7911979231,0.6428483125,1.4340462356
IN,Indiana,Cass County,38966,38970,37689,-206,452,415,37,112,-354,-242,-1,1051,11.960203218,10.981160034,0.9790431837,2.9635901778,-9.367061812,-6.403471634
IN,Indiana,Clark County,110232,110222,118302,1022,1436,1197,239,64,719,783,0,1328,12.191084208,10.162066711,2.0290174971,0.5433352293,6.1040317172,6.6473669465
IN,Indiana,Clay County,26890,26888,26225,50,307,288,19,1,32,33,-2,341,11.717557252,10.992366412,0.7251908397,0.0381679389,1.2213740458,1.2595419847
IN,Indiana,Clinton County,33224,33219,32399,207,422,320,102,20,87,107,-2,831,13.066835937,9.9085011844,3.1583347525,0.619281324,2.6938737595,3.3131550835
IN,Indiana,Crawford County,10713,10711,10577,-17,117,121,-4,0,-12,-12,-1,62,11.052855321,11.430730717,-0.377875396,0.0,-1.133626187,-1.133626187
IN,Indiana,Daviess County,31648,31654,33351,73,539,327,212,21,-163,-142,3,581,16.179141215,9.8155457834,6.3635954314,0.6303561512,-4.892764412,-4.262408261
IN,Indiana,Dearborn County,50047,50027,49458,-24,457,457,0,-15,-6,-21,-3,530,9.2379219729,9.2379219729,0.0,-0.303214069,-0.121285628,-0.424499697
IN,Indiana,Decatur County,25740,25739,26559,-166,320,273,47,17,-232,-215,2,377,12.011110277,10.246978455,1.7641318219,0.6380902335,-8.708054951,-8.069964717
